date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:48:17	124/124	---M-Z	200	added ('OK')	text/plain	date:Sat,%2030%20Aug%202025%2019:48:17%20GMT	https://demo.misbahwp.com/robots.txt		(from )
16:48:17	174152/174152	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Aug%202025%2019:48:17%20GMT	https://demo.misbahwp.com/corporate-lawyer-firm/	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/index.html	(from )
16:48:18	116345/116345	---M-Z	200	added ('OK')	text/css	etag:%221c679-68778985-1a9641db968bcec9;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-includes/css/dist/block-library/style.min.css?ver=6.8.2	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-includes/css/dist/block-library/style.min6c2d.css	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:48:18	9324/9324	---M-Z	200	added ('OK')	application/rss+xml	etag:%229e5987bc809dd4c30c4476c861fdff8c%22	https://demo.misbahwp.com/corporate-lawyer-firm/feed/	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/feed/index.html	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:48:25	1743/1743	---M-Z	200	added ('OK')	application/rss+xml	etag:%229e5987bc809dd4c30c4476c861fdff8c%22	https://demo.misbahwp.com/corporate-lawyer-firm/comments/feed/	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/comments/feed/index.html	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:48:40	405/405	---M-Z	200	added ('OK')	text/css	etag:%22195-6638975c-4e913bcc3ea337c4;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/top-bar/css/topbar_style.css?ver=6.8.2	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/top-bar/css/topbar_style6c2d.css	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:48:40	2947/2947	---M-Z	200	added ('OK')	text/css	etag:%22b83-68ad5238-8ed2b6a82b6e4d6d;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.1	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/contact-form-7/includes/css/styles6a4d.css	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:48:41	19727/19727	---M-Z	200	added ('OK')	text/css	etag:%224d0f-687789d3-11679a49a7ff1d54;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=10.0.2	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/woocommerce/assets/css/woocommerce-layout07af.css	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:48:41	7527/7527	---M-Z	200	added ('OK')	text/css	etag:%221d67-687789d3-cc606045a2901060;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=10.0.2	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen07af.css	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:48:41	85792/85792	---M-Z	200	added ('OK')	text/css	etag:%2214f20-687789d3-e7cb2241e25d19c1;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=10.0.2	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/woocommerce/assets/css/woocommerce07af.css	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:48:41	2279/2279	---M-Z	200	added ('OK')	text/css	etag:%228e7-687789d3-45262bdbcffa5454;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/woocommerce/assets/css/brands.css?ver=10.0.2	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/woocommerce/assets/css/brands07af.css	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:25	178499/178499	---M-Z	200	added ('OK')	text/css	etag:%222b943-66a4cfec-f8c4e56783ca5f5b;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/css/bootstrap.css?ver=4.5.0	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/css/bootstrap268f.css	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:26	43245/43245	---M-Z	200	added ('OK')	text/css	etag:%22a8ed-66a4cfec-e4882ce230b031e9;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/css/fontawesome-all.css?ver=4.5.0	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/css/fontawesome-all268f.css	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:26	4747/4747	---M-Z	200	added ('OK')	text/css	etag:%22128b-66a4cfec-7d273af3e4623a12;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/css/owl.carousel.css?ver=2.3.4	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/css/owl.carousel531b.css	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:26	95374/95374	---M-Z	200	added ('OK')	text/css	etag:%221748e-66a4cfec-bafcf843ebeb6fa8;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/css/animates.css?ver=4.1.1	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/css/animates0235.css	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:26	15185/15185	---M-Z	200	added ('OK')	text/css	etag:%223b51-66a4cfec-f38e25374f8ba4bb;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/css/woocommerce.css?ver=4.1.1	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/css/woocommerce0235.css	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:27	75616/75616	---M-Z	200	added ('OK')	text/css	etag:%2212760-66a4cfe7-cf05db772e30d366;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/style.css?ver=6.8.2	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/style6c2d.css	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:27	59016/59016	---M-Z	200	added ('OK')	text/css	etag:%22e688-66386f6f-2739106976f1518f;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-includes/css/dashicons.min.css?ver=6.8.2	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-includes/css/dashicons.min6c2d.css	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:27	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-66386f70-a7a830faaf33ee34;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-includes/js/jquery/jquery.minf43b.js	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:27	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-66386f70-4495822e3e8533aa;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:28	4902/4902	---M-Z	200	added ('OK')	application/x-javascript	etag:%221326-6638975c-c671df2e87d0b693;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/top-bar/js/tpbr_front.min.js?ver=6.8.2	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/top-bar/js/tpbr_front.min6c2d.js	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:28	9636/9636	---M-Z	200	added ('OK')	application/x-javascript	etag:%2225a4-687789d4-3ef4b1148af5ec44;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.10.0.2	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.mincaed.js	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:28	4213/4213	---M-Z	200	added ('OK')	application/x-javascript	etag:%221075-687789d4-4203133201ade6f5;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=10.0.2	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min07af.js	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:28	1720/1720	---M-Z	200	added ('OK')	application/x-javascript	etag:%226b8-687789d4-ea9c2c05e7207c49;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.10.0.2	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.minc848.js	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:28	4131/4131	---M-Z	200	added ('OK')	application/x-javascript	etag:%221023-687789d4-75c40a2b108d981;gz%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=10.0.2	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min07af.js	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:29	1586/1586	---M-Z	200	added ('OK')	application/json	date:Sat,%2030%20Aug%202025%2019:49:29%20GMT	https://demo.misbahwp.com/corporate-lawyer-firm/wp-json/wp/v2/pages/12	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-json/wp/v2/pages/12.json	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:29	1478164/1478164	---MCZ	200	added ('OK')	application/json	date:Sat,%2030%20Aug%202025%2019:49:29%20GMT	https://demo.misbahwp.com/corporate-lawyer-firm/wp-json/	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-json/index.html	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:30	948/948	---M-Z	200	added ('OK')	text/xml	date:Sat,%2030%20Aug%202025%2019:49:30%20GMT	https://demo.misbahwp.com/corporate-lawyer-firm/xmlrpc.php?rsd	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/xmlrpc0db0.php	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:30	2199/2199	---M-Z	200	added ('OK')	application/json	date:Sat,%2030%20Aug%202025%2019:49:30%20GMT	https://demo.misbahwp.com/corporate-lawyer-firm/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.misbahwp.com%2Fcorporate-lawyer-firm%2F	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-json/oembed/1.0/embedf597.json	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:31	2354/2354	---M-Z	200	added ('OK')	text/xml	date:Sat,%2030%20Aug%202025%2019:49:32%20GMT	https://demo.misbahwp.com/corporate-lawyer-firm/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.misbahwp.com%2Fcorporate-lawyer-firm%2F&format=xml	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-json/oembed/1.0/embed8989	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:32	421021/421021	---M--	200	added ('OK')	image/png	etag:%2266c9d-66a4cfef-fd5317f0da450df0;;;%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/images/background/background.png	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/images/background/background.png	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:32	194597/194597	---M--	200	added ('OK')	image/png	etag:%222f825-66a4cff0-1837fdd11e1135a6;;;%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/images/background/we-expert-bg.png	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/images/background/we-expert-bg.png	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
16:49:33	153073/153073	---M--	200	added ('OK')	image/png	etag:%22255f1-66a4cff0-2b780991d288fa37;;;%22	https://demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/images/background/appointment-bg.png	D:/fca-advocacia/advocacia_imobiliaria/advocacia_imobiliaria/demo.misbahwp.com/corporate-lawyer-firm/wp-content/themes/corporate-lawyer-firm-pro/images/background/appointment-bg.png	(from https://demo.misbahwp.com/corporate-lawyer-firm/)
